,pokedex_number,Number,name,attack,defense,sp_attack,sp_defense,speed,hp,base_total,base_egg_steps,base_happiness,capture_rate,experience_growth,generation,is_legendary,Total Fights,Win Percentage,bug,dark,dragon,electric,fairy,fighting,fire,flying,ghost,grass,ground,ice,normal,poison,psychic,rock,steel,water,bug2,dark2,dragon2,electric2,fairy2,fighting2,fire2,flying2,ghost2,grass2,ground2,ice2,none,normal2,poison2,psychic2,rock2,steel2,water2
439,440,489.0,Happiny,5,5,15,65,30,100,220,10240,140,130,800000,4,0,104.0,0.07692307692307693,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
440,441,490.0,Chatot,65,45,92,42,91,76,411,5120,35,30,1059860,4,0,149.0,0.7449664429530202,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
441,442,491.0,Spiritomb,92,108,92,108,35,50,485,7680,70,100,1000000,4,0,118.0,0.2457627118644068,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
442,443,492.0,Gible,70,45,40,45,42,58,300,10240,70,45,1250000,4,0,135.0,0.25925925925925924,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
443,444,493.0,Gabite,90,65,50,55,82,68,410,10240,70,45,1250000,4,0,133.0,0.6165413533834586,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
444,445,494.0,Garchomp,170,115,120,95,92,108,700,10240,70,45,1250000,4,0,127.0,0.7637795275590551,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
445,446,496.0,Munchlax,85,40,40,85,5,135,390,10240,70,50,1250000,4,0,118.0,0.6864406779661016,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
446,447,497.0,Riolu,70,40,35,40,60,40,285,6400,70,75,1059860,4,0,125.0,0.392,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
447,448,498.0,Lucario,145,88,140,70,112,70,625,6400,70,45,1059860,4,0,120.0,0.75,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
448,449,500.0,Hippopotas,72,78,38,42,32,68,330,7680,70,140,1250000,4,0,126.0,0.23809523809523808,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
449,450,501.0,Hippowdon,112,118,68,72,47,108,525,7680,70,60,1250000,4,0,120.0,0.2916666666666667,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
450,451,502.0,Skorupi,50,90,30,55,65,40,330,5120,70,120,1250000,4,0,141.0,0.44680851063829785,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
451,452,503.0,Drapion,90,110,60,75,95,70,500,5120,70,45,1250000,4,0,120.0,0.7333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
452,453,504.0,Croagunk,61,40,61,40,50,48,300,2560,100,140,1000000,4,0,114.0,0.2543859649122807,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
453,454,505.0,Toxicroak,106,65,86,65,85,83,490,5120,70,75,1000000,4,0,128.0,0.6640625,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
454,455,506.0,Carnivine,100,72,90,72,46,74,454,6400,70,200,1250000,4,0,114.0,0.24561403508771928,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
455,456,507.0,Finneon,49,56,49,61,66,49,330,5120,70,190,600000,4,0,131.0,0.5190839694656488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
456,457,508.0,Lumineon,69,76,69,86,91,69,460,5120,70,75,600000,4,0,119.0,0.6554621848739496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
457,458,509.0,Mantyke,20,50,60,120,50,45,345,6400,70,25,1250000,4,0,108.0,0.24074074074074073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
458,459,510.0,Snover,62,50,62,60,40,60,334,5120,70,120,1250000,4,0,121.0,0.18181818181818182,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
459,460,511.0,Abomasnow,132,105,132,105,30,90,594,5120,70,60,1250000,4,0,121.0,0.49586776859504134,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
460,461,513.0,Weavile,120,65,45,85,125,70,510,5120,35,45,1059860,4,0,119.0,0.9747899159663865,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
461,462,514.0,Magnezone,70,115,130,90,60,70,535,5120,70,30,1000000,4,0,118.0,0.5338983050847458,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
462,463,515.0,Lickilicky,85,95,80,95,50,110,515,5120,70,30,1000000,4,0,129.0,0.2713178294573643,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
463,464,516.0,Rhyperior,140,130,55,55,40,115,535,5120,70,30,1250000,4,0,104.0,0.4519230769230769,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
464,465,517.0,Tangrowth,100,125,110,50,50,100,535,5120,70,30,1000000,4,0,125.0,0.384,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
465,466,518.0,Electivire,123,67,95,85,95,75,540,6400,70,30,1000000,4,0,123.0,0.7642276422764228,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
466,467,519.0,Magmortar,95,67,125,95,83,75,540,6400,70,30,1000000,4,0,111.0,0.7117117117117117,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
467,468,520.0,Togekiss,50,95,120,115,80,85,545,2560,70,30,800000,4,0,126.0,0.5793650793650794,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
468,469,521.0,Yanmega,76,86,116,56,95,86,515,5120,70,30,1000000,4,0,114.0,0.7982456140350878,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
469,470,522.0,Leafeon,110,130,60,65,95,65,525,8960,35,45,1000000,4,0,151.0,0.8278145695364238,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
470,471,523.0,Glaceon,60,110,130,95,65,65,525,8960,35,45,1000000,4,0,134.0,0.47761194029850745,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
471,472,524.0,Gliscor,95,125,45,75,95,75,510,5120,70,30,1059860,4,0,132.0,0.8257575757575758,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
472,473,525.0,Mamoswine,130,80,70,60,80,110,530,5120,70,50,1250000,4,0,116.0,0.5862068965517241,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
473,474,526.0,Porygon-Z,80,70,135,75,90,85,535,5120,70,30,1000000,4,0,147.0,0.7006802721088435,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
474,475,527.0,Gallade,165,95,65,115,110,68,618,5120,35,45,1250000,4,0,137.0,0.6277372262773723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
475,476,529.0,Probopass,55,145,75,150,40,60,525,5120,70,60,1000000,4,0,130.0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
476,477,530.0,Dusknoir,100,135,65,135,45,45,525,6400,35,45,800000,4,0,136.0,0.29411764705882354,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
477,478,531.0,Froslass,80,70,80,70,110,70,480,5120,70,75,1000000,4,0,138.0,0.6594202898550725,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
478,479,532.0,Rotom,65,107,105,107,86,50,520,5120,70,45,1000000,4,0,120.0,0.5916666666666667,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
479,480,538.0,Uxie,75,130,75,130,95,75,580,20480,140,3,1250000,4,1,123.0,0.7479674796747967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
480,481,539.0,Mesprit,105,105,105,105,80,80,580,20480,140,3,1250000,4,1,133.0,0.5939849624060151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
481,482,540.0,Azelf,125,70,125,70,115,75,580,20480,140,3,1250000,4,1,135.0,0.9037037037037037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
482,483,541.0,Dialga,120,120,150,100,90,100,680,30720,0,3,1250000,4,1,151.0,0.7880794701986755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
483,484,542.0,Palkia,120,100,150,120,100,90,680,30720,0,3,1250000,4,1,149.0,0.7718120805369127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
484,485,543.0,Heatran,90,106,130,106,77,91,600,2560,100,3,1250000,4,1,131.0,0.648854961832061,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
485,486,544.0,Regigigas,160,110,80,110,100,110,670,30720,0,3,1250000,4,1,142.0,0.8591549295774648,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
487,488,547.0,Cresselia,70,120,75,130,85,120,600,30720,100,3,1250000,4,1,118.0,0.6694915254237288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
488,489,548.0,Phione,80,80,80,80,80,80,480,10240,70,30,1250000,4,0,132.0,0.5606060606060606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
489,490,549.0,Manaphy,100,100,100,100,100,100,600,2560,70,3,1250000,4,1,134.0,0.8805970149253731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
490,491,550.0,Darkrai,90,90,135,90,125,70,600,30720,0,3,1250000,4,1,117.0,0.9401709401709402,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
492,493,553.0,Arceus,120,120,120,120,120,120,720,30720,0,3,1250000,4,1,122.0,0.9344262295081968,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
493,494,554.0,Victini,100,100,100,100,100,100,600,30720,100,3,1250000,5,1,131.0,0.8778625954198473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
494,495,555.0,Snivy,45,55,45,55,63,45,308,5120,70,45,1059860,5,0,111.0,0.4594594594594595,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
496,497,557.0,Serperior,75,95,75,95,113,75,528,5120,70,45,1059860,5,0,132.0,0.9015151515151515,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
497,498,558.0,Tepig,63,45,45,45,45,65,308,5120,70,45,1059860,5,0,131.0,0.2595419847328244,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
498,499,559.0,Pignite,93,55,70,55,55,90,418,5120,70,45,1059860,5,0,144.0,0.3819444444444444,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
499,500,560.0,Emboar,123,65,100,65,65,110,528,5120,70,45,1059860,5,0,138.0,0.5217391304347826,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
500,501,561.0,Oshawott,55,45,63,45,45,55,308,5120,70,45,1059860,5,0,124.0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
501,502,562.0,Dewott,75,60,83,60,60,75,413,5120,70,45,1059860,5,0,122.0,0.39344262295081966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
502,503,563.0,Samurott,100,85,108,70,70,95,528,5120,70,45,1059860,5,0,115.0,0.5652173913043478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
503,504,564.0,Patrat,55,39,35,39,42,45,255,3840,70,255,1000000,5,0,135.0,0.18518518518518517,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
504,505,565.0,Watchog,85,69,60,69,77,60,420,5120,70,255,1000000,5,0,133.0,0.518796992481203,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
505,506,566.0,Lillipup,60,45,25,45,55,45,275,3840,70,255,1059860,5,0,100.0,0.29,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
506,507,567.0,Herdier,80,65,35,65,60,65,370,3840,70,120,1059860,5,0,138.0,0.38405797101449274,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
507,508,568.0,Stoutland,110,90,45,90,80,85,500,3840,70,45,1059860,5,0,116.0,0.6206896551724138,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
508,509,569.0,Purrloin,50,37,50,37,66,41,281,5120,70,255,1000000,5,0,114.0,0.5175438596491229,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
509,510,570.0,Liepard,88,50,88,50,106,64,446,5120,70,90,1000000,5,0,135.0,0.9111111111111111,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
510,511,571.0,Pansage,53,48,53,48,64,50,316,5120,70,190,1000000,5,0,130.0,0.4076923076923077,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
511,512,572.0,Simisage,98,63,98,63,101,75,498,5120,70,75,1000000,5,0,131.0,0.8091603053435115,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
512,513,573.0,Pansear,53,48,53,48,64,50,316,5120,70,190,1000000,5,0,130.0,0.46153846153846156,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
513,514,574.0,Simisear,98,63,98,63,101,75,498,5120,70,75,1000000,5,0,127.0,0.889763779527559,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
514,515,575.0,Panpour,53,48,53,48,64,50,316,5120,70,190,1000000,5,0,117.0,0.358974358974359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
515,516,576.0,Simipour,98,63,98,63,101,75,498,5120,70,75,1000000,5,0,133.0,0.849624060150376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
516,517,577.0,Munna,25,45,67,55,24,76,292,2560,70,190,800000,5,0,128.0,0.0390625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
517,518,578.0,Musharna,55,85,107,95,29,116,487,2560,70,75,800000,5,0,132.0,0.06818181818181818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
518,519,579.0,Pidove,55,50,36,30,43,50,264,3840,70,255,1059860,5,0,154.0,0.2922077922077922,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
519,520,580.0,Tranquill,77,62,50,42,65,62,358,3840,70,120,1059860,5,0,124.0,0.4838709677419355,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
520,521,581.0,Unfezant,115,80,65,55,93,80,488,3840,70,45,1059860,5,0,130.0,0.7846153846153846,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
521,522,582.0,Blitzle,60,32,50,32,76,45,295,5120,70,190,1000000,5,0,135.0,0.5925925925925926,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
522,523,583.0,Zebstrika,100,63,80,63,116,75,497,5120,70,75,1000000,5,0,107.0,0.9345794392523364,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
523,524,584.0,Roggenrola,75,85,25,25,15,55,280,3840,70,255,1059860,5,0,144.0,0.1875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
524,525,585.0,Boldore,105,105,50,40,20,70,390,3840,70,120,1059860,5,0,131.0,0.33587786259541985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
525,526,586.0,Gigalith,135,130,60,80,25,85,515,3840,70,45,1059860,5,0,148.0,0.40540540540540543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
526,527,587.0,Woobat,45,43,55,43,72,65,323,3840,70,190,1000000,5,0,123.0,0.5853658536585366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
527,528,588.0,Swoobat,57,55,77,55,114,67,425,3840,70,45,1000000,5,0,116.0,0.8879310344827587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
528,529,589.0,Drilbur,85,40,30,45,68,60,328,5120,70,120,1000000,5,0,109.0,0.6422018348623854,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
529,530,590.0,Excadrill,135,60,50,65,88,110,508,5120,70,60,1000000,5,0,133.0,0.7744360902255639,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
530,531,591.0,Audino,60,126,80,126,50,103,545,5120,70,255,800000,5,0,133.0,0.3458646616541353,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
531,532,593.0,Timburr,80,55,25,35,35,75,305,5120,70,180,1059860,5,0,150.0,0.18666666666666668,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
532,533,594.0,Gurdurr,105,85,40,50,40,85,405,5120,70,90,1059860,5,0,118.0,0.211864406779661,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
533,534,595.0,Conkeldurr,140,95,55,65,45,105,505,5120,70,45,1059860,5,0,130.0,0.3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
534,535,596.0,Tympole,50,40,50,40,64,50,294,5120,70,255,1059860,5,0,136.0,0.45588235294117646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
535,536,597.0,Palpitoad,65,55,65,55,69,75,384,5120,70,120,1059860,5,0,124.0,0.43548387096774194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
536,537,598.0,Seismitoad,95,75,85,75,74,105,509,5120,70,45,1059860,5,0,119.0,0.5714285714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
537,538,599.0,Throh,100,85,30,85,45,120,465,5120,70,45,1000000,5,0,147.0,0.22448979591836735,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
538,539,600.0,Sawk,125,75,30,75,85,75,465,5120,70,45,1000000,5,0,136.0,0.625,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
539,540,601.0,Sewaddle,53,70,40,60,42,45,310,3840,70,255,1059860,5,0,136.0,0.25735294117647056,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
540,541,602.0,Swadloon,63,90,50,80,42,55,380,3840,70,120,1059860,5,0,123.0,0.21138211382113822,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
541,542,603.0,Leavanny,103,80,70,80,92,75,500,3840,70,45,1059860,5,0,121.0,0.7933884297520661,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
542,543,604.0,Venipede,45,59,30,39,57,30,260,3840,70,255,1059860,5,0,132.0,0.2803030303030303,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
543,544,605.0,Whirlipede,55,99,40,79,47,40,360,3840,70,120,1059860,5,0,99.0,0.26262626262626265,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
544,545,606.0,Scolipede,100,89,55,69,112,60,485,5120,70,45,1059860,5,0,114.0,0.9298245614035088,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
545,546,607.0,Cottonee,27,60,37,50,66,40,280,5120,70,190,1000000,5,0,127.0,0.36220472440944884,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
546,547,608.0,Whimsicott,67,85,77,75,116,60,480,5120,70,75,1000000,5,0,117.0,0.8888888888888888,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
547,548,609.0,Petilil,35,50,70,50,30,45,280,5120,70,190,1000000,5,0,146.0,0.15753424657534246,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
